Date,Product_ID,Order_Quantity,Demand,Inventory_Level,Lead_Time,Machine_Availability,Supplier_Reliability
2024-07-18,B,127,123,254,7,1,0.7258396417191041
2024-07-18,C,38,62,846,14,1,0.8831132485954982
2024-07-18,D,126,73,373,3,1,0.8377994322401628
2024-07-18,E,175,66,285,1,1,0.759066361532705
2024-07-19,A,20,97,990,2,1,0.8510640944535658
2024-07-19,B,31,95,271,6,1,0.8336159577933616
2024-07-19,C,94,84,862,14,1,0.8245374818604163
2024-07-19,D,188,148,532,9,0,0.9458828659197399
2024-07-19,E,51,82,579,11,1,0.8999565930079104
2024-07-20,A,24,100,222,3,1,0.760688184747461
2024-07-20,B,44,35,495,6,1,0.8449882854898976
2024-07-20,C,145,37,221,4,1,0.702200245250854
2024-07-20,D,54,37,954,13,1,0.7605525506091274
2024-07-20,E,87,106,426,7,0,0.755583055100062
2024-07-21,A,161,142,527,1,1,0.8767643843043567
2024-07-21,B,193,142,405,12,1,0.9389453167988743
2024-07-21,C,121,107,519,9,0,0.9072178945339789
2024-07-21,D,180,54,629,14,1,0.8664195409847063
2024-07-21,E,155,88,543,9,0,0.7993439467492449
2024-07-22,A,169,140,236,8,1,0.873885729168441
2024-07-22,B,77,75,348,2,0,0.9903408212945455
2024-07-22,C,15,109,891,7,1,0.771077198169017
2024-07-22,D,34,49,217,2,1,0.9032637415551328
2024-07-22,E,54,143,274,12,0,0.7841802439713748
2024-07-23,A,192,104,246,3,1,0.9061886687747552
2024-07-23,B,23,147,656,12,1,0.8892152333475788
2024-07-23,C,180,148,825,7,0,0.7584320493061677
2024-07-23,D,85,84,831,12,1,0.8116360645725096
2024-07-23,E,37,81,352,14,0,0.9076151659119235
2024-07-24,A,107,128,267,6,1,0.8558835027409022
2024-07-24,B,63,51,627,12,1,0.8188002899156845
2024-07-24,C,55,101,335,7,1,0.9638804490135287
2024-07-24,D,94,54,588,1,1,0.7908489666936226
2024-07-24,E,96,72,974,7,1,0.9815994439880117
2024-07-25,A,155,116,562,1,1,0.7596442182812209
2024-07-25,B,100,74,565,8,1,0.7075597284463209
2024-07-25,C,179,36,149,4,1,0.7991683006918873
2024-07-25,D,118,86,898,5,1,0.8830323766108704
2024-07-25,E,86,78,442,4,1,0.8257298418751255
2024-07-26,A,154,57,636,10,0,0.8488717665702441
2024-07-26,B,47,35,174,14,1,0.7385789457881657
2024-07-26,C,126,128,324,8,0,0.9143242304411493
2024-07-26,D,125,117,848,3,1,0.7588882906933201
2024-07-26,E,182,78,607,14,1,0.9671975366385527
2024-07-27,A,156,52,822,9,1,0.9739124400669568
2024-07-27,B,138,71,580,2,1,0.9372073305700503
2024-07-27,C,155,63,444,13,1,0.8768960485454643
2024-07-27,D,79,125,972,11,0,0.7515488381072974
2024-07-27,E,39,145,373,12,0,0.8081126477089512
2024-07-28,A,24,33,290,8,1,0.939596734106991
2024-07-28,B,141,110,371,3,1,0.9121045882817772
2024-07-28,C,14,49,178,2,1,0.9448237127030054
2024-07-28,D,13,71,720,10,1,0.7398784128123947
2024-07-28,E,76,141,290,14,0,0.7412889203195083
2024-07-29,A,20,128,584,13,0,0.7628367308528533
2024-07-29,B,150,41,648,10,1,0.7120866837203625
2024-07-29,C,139,147,923,12,1,0.9929683069968713
2024-07-29,D,94,52,768,14,1,0.9658864649367153
2024-07-29,E,98,60,533,4,1,0.7392151970769272
2024-07-30,A,139,54,112,10,1,0.7620453679400189
2024-07-30,B,79,96,797,3,1,0.8935655727533992
2024-07-30,C,78,112,825,11,0,0.8570221555202415
2024-07-30,D,71,45,483,8,1,0.9385174052818394
2024-07-30,E,192,64,282,14,1,0.9868875644540084
2024-07-31,A,16,59,566,1,0,0.8458520962314648
2024-07-31,B,188,101,821,12,1,0.8456940596002831
2024-07-31,C,26,92,272,13,1,0.9355250971719271
2024-07-31,D,45,54,617,8,0,0.9559987649676364
2024-07-31,E,135,54,538,1,1,0.7693839784947866
2024-08-01,A,136,144,993,2,0,0.7531381432594761
2024-08-01,B,198,107,701,5,1,0.7706868553574945
2024-08-01,C,68,101,278,4,1,0.9349646363970037
2024-08-01,D,80,38,720,1,1,0.7245897203930987
2024-08-01,E,44,32,857,13,0,0.9152394971835737
2024-08-02,A,181,116,652,11,1,0.8646728894920215
2024-08-02,B,187,92,583,5,1,0.881293894672096
2024-08-02,C,185,34,659,3,1,0.7316204132189387
2024-08-02,D,125,43,546,13,1,0.7425982778056254
2024-08-02,E,133,53,727,7,1,0.7918902990662612
2024-08-03,A,88,108,681,11,1,0.8894127932930129
2024-08-03,B,17,108,486,14,1,0.7894817362702368
2024-08-03,C,105,90,355,14,1,0.7664551816339317
2024-08-03,D,43,91,178,12,1,0.7514789101195569
2024-08-03,E,91,147,576,7,1,0.8523273514565706
2024-08-04,A,47,43,491,11,1,0.7220092202378807
2024-08-04,B,98,85,193,13,1,0.8232127736174998
2024-08-04,C,31,64,584,2,1,0.8256909321338572
2024-08-04,D,26,109,541,7,1,0.8538624226915803
2024-08-04,E,103,35,692,7,1,0.7778809851125436
2024-08-05,A,25,80,716,5,1,0.8256085429983052
2024-08-05,B,194,95,364,11,1,0.9531638233692787
2024-08-05,C,31,63,538,13,1,0.7202814248417149
2024-08-05,D,27,100,994,1,1,0.7923108440169532
2024-08-05,E,134,111,382,11,1,0.9133002885849434
2024-08-06,A,115,134,538,4,1,0.7324086872474738
2024-08-06,B,43,116,981,10,1,0.887399192285115
2024-08-06,C,193,47,793,13,1,0.9059541829129757
2024-08-06,D,198,71,178,2,1,0.702973208647346
2024-08-06,E,107,87,807,3,1,0.7962173573379873
2024-08-07,A,16,69,681,6,1,0.9659507579925708
2024-08-07,B,58,81,981,11,1,0.8603982769226571
2024-08-07,C,18,76,943,10,1,0.9456607811561415
2024-08-07,D,137,49,510,6,1,0.9854190585937318
2024-08-07,E,122,53,483,7,1,0.8666648709656859
2024-08-08,A,192,89,710,14,1,0.9627714774999684
2024-08-08,B,135,58,598,9,1,0.9519993281813031
2024-08-08,C,167,141,501,7,1,0.7943886726805596
2024-08-08,D,119,85,377,3,1,0.7371538080117452
2024-08-08,E,181,127,902,2,1,0.9463750463679113
2024-08-09,A,174,94,278,1,1,0.9578936036057819
2024-08-09,B,132,90,153,8,1,0.7346675130041895
2024-08-09,C,109,103,803,11,0,0.9408943903927312
2024-08-09,D,144,73,792,7,1,0.9635247589134885
2024-08-09,E,87,45,426,3,1,0.7582820713005404
2024-08-10,A,90,130,751,6,1,0.8233612201635562
2024-08-10,B,138,83,850,5,1,0.937938561388917
2024-08-10,C,143,74,196,7,1,0.7629692888758691
2024-08-10,D,88,73,126,10,1,0.9098789599070585
2024-08-10,E,64,93,318,9,1,0.8511065827984716
2024-08-11,A,131,126,947,7,1,0.8433226379198607
2024-08-11,B,166,55,646,3,1,0.7438063057890887
2024-08-11,C,178,70,762,7,1,0.8876300350499781
2024-08-11,D,91,72,716,1,1,0.901421821793121
2024-08-11,E,15,132,109,7,1,0.9066431510769961
2024-08-12,A,158,89,308,1,1,0.7712449915508152
2024-08-12,B,179,80,815,8,1,0.8578247555252209
2024-08-12,C,71,56,383,1,1,0.8413924823722363
2024-08-12,D,195,31,738,4,1,0.8239322193181432
2024-08-12,E,98,116,543,6,0,0.8727357588323235
2024-08-13,A,83,54,200,11,0,0.7606448197675811
2024-08-13,B,97,69,465,8,1,0.7694797074291696
2024-08-13,C,66,31,451,9,1,0.9436978540741184
2024-08-13,D,77,110,372,5,1,0.8744692613313966
2024-08-13,E,195,104,440,5,1,0.7847103757127969
2024-08-14,A,83,138,373,10,1,0.9749467453346543
2024-08-14,B,91,46,172,14,1,0.8016470447268422
2024-08-14,C,91,49,475,8,1,0.7163535782313478
2024-08-14,D,88,56,882,12,1,0.9231715561906456
2024-08-14,E,189,55,828,10,1,0.9884652196412699
2024-08-15,A,91,125,792,3,1,0.9728645419036415
2024-08-15,B,26,137,687,1,1,0.9175333479799949
2024-08-15,C,58,84,765,3,1,0.9373852877490051
2024-08-15,D,127,36,145,14,1,0.7123204518371216
2024-08-15,E,63,91,228,1,0,0.7187520824531232
2024-08-16,A,153,87,299,13,1,0.8857612951876465
2024-08-16,B,157,109,170,9,1,0.7338529561550864
2024-08-16,C,87,100,260,10,0,0.8141445656479107
2024-08-16,D,189,97,864,10,1,0.8281315136081029
2024-08-16,E,39,78,239,10,1,0.9121836735717002
2024-08-17,A,135,127,847,10,1,0.828629287334405
2024-08-17,B,177,95,845,9,1,0.8000982671901078
2024-08-17,C,90,77,479,2,1,0.9184349312008498
2024-08-17,D,140,84,367,8,1,0.9926231103054235
2024-08-17,E,25,112,773,12,1,0.7205322127727878
2024-08-18,A,109,51,117,12,1,0.8842399528562555
2024-08-18,B,126,80,170,3,1,0.9608949054436514
2024-08-18,C,116,130,915,7,1,0.7545452958512016
2024-08-18,D,140,98,634,5,1,0.8905970040124963
2024-08-18,E,102,99,628,10,0,0.7966202605587189
2024-08-19,A,20,67,939,10,1,0.8306188970199254
2024-08-19,B,23,148,113,10,1,0.8582763919816497
2024-08-19,C,43,70,621,10,1,0.9375673971387187
2024-08-19,D,124,30,879,7,1,0.7498765991049101
2024-08-19,E,115,114,313,9,1,0.9182893413099066
2024-08-20,A,139,41,180,10,1,0.7576070107409033
2024-08-20,B,60,40,546,9,1,0.8469357603964722
2024-08-20,C,17,40,735,5,1,0.9439442965503955
2024-08-20,D,121,37,903,13,1,0.8520057372562008
2024-08-20,E,191,143,953,5,1,0.7209158277501188
2024-08-21,A,29,117,954,7,1,0.9174088762785473
2024-08-21,B,47,147,800,12,1,0.9556637173605022
2024-08-21,C,199,35,756,3,1,0.8455053962572123
2024-08-21,D,19,149,811,5,1,0.8842558732957034
2024-08-21,E,135,68,900,11,1,0.9250459688294538
2024-08-22,A,105,105,915,10,1,0.8514734353750417
2024-08-22,B,189,71,643,10,1,0.735763132852172
2024-08-22,C,66,81,331,14,1,0.9157226861532435
2024-08-22,D,42,114,357,2,1,0.8179784455297645
2024-08-22,E,93,64,534,2,1,0.8961360253373385
2024-08-23,A,97,101,992,14,1,0.7298484006618894
2024-08-23,B,189,78,238,2,1,0.9595213298126182
2024-08-23,C,184,42,907,9,1,0.8892311260517862
2024-08-23,D,103,48,378,11,1,0.7954118835083559
2024-08-23,E,33,63,920,9,1,0.9738402401223585
2024-08-24,A,14,55,513,6,1,0.8029826467193345
2024-08-24,B,99,133,990,10,1,0.7298739140620086
2024-08-24,C,117,57,693,13,1,0.9084755139344523
2024-08-24,D,136,130,381,10,1,0.7378345967126231
2024-08-24,E,177,89,428,5,1,0.7575866316987176
2024-08-25,A,61,106,268,5,1,0.9534912560920304
2024-08-25,B,136,36,139,12,1,0.7902898958894865
2024-08-25,C,94,99,676,4,1,0.8849865934495825
2024-08-25,D,174,52,320,5,1,0.7443875002328217
2024-08-25,E,177,106,762,11,1,0.9307183399479173
2024-08-26,A,77,133,435,5,1,0.7026331635843788
2024-08-26,B,99,130,355,1,0,0.8615089306303069
2024-08-26,C,191,145,793,12,1,0.7401086963198308
2024-08-26,D,119,127,944,7,1,0.902985170065752
2024-08-26,E,87,104,141,6,1,0.7996517566185197
2024-08-27,A,65,134,299,5,1,0.7614407227168628
2024-08-27,B,130,44,777,5,1,0.7726771472754301
2024-08-27,C,19,41,103,2,0,0.8016439064814544
2024-08-27,D,107,65,200,3,1,0.9551512684985791
2024-08-27,E,180,64,609,9,1,0.9268576702320341
2024-08-28,A,13,122,524,13,1,0.7875080352164758
2024-08-28,B,89,105,727,5,1,0.8108062390268297
2024-08-28,C,105,119,884,11,0,0.8749921744552613
2024-08-28,D,179,147,189,1,1,0.9386980691984326
2024-08-28,E,141,78,158,9,1,0.7769239083096825
2024-08-29,A,58,117,843,7,1,0.8523846075719225
2024-08-29,B,120,69,659,3,1,0.9570506049169529
2024-08-29,C,186,119,179,9,1,0.959309879936792
2024-08-29,D,167,65,806,6,1,0.9590923157251469
2024-08-29,E,133,78,687,7,0,0.9180630718419315
2024-08-30,A,53,60,797,7,1,0.7186615274577073
2024-08-30,B,160,57,627,5,1,0.8508250574828837
2024-08-30,C,46,106,502,14,1,0.7527016299867731
2024-08-30,D,173,129,567,4,1,0.7604218927640056
2024-08-30,E,181,146,679,11,1,0.8029080137770073
2024-08-31,A,19,125,141,9,1,0.9673420275380528
2024-08-31,B,147,39,457,11,1,0.7150526050959921
2024-08-31,C,145,94,703,1,1,0.7552904190850297
2024-08-31,D,58,38,244,5,0,0.7566382083320333
2024-08-31,E,61,90,395,6,1,0.7870765316117588
2024-09-01,A,59,62,752,14,1,0.870529586299151
2024-09-01,B,52,78,903,10,1,0.8528969352411282
2024-09-01,C,66,30,170,10,1,0.9836114948844333
2024-09-01,D,89,85,337,7,0,0.8641914232344052
2024-09-01,E,34,57,616,8,1,0.7972986637410899
2024-09-02,A,66,122,118,1,1,0.7164898920519466
2024-09-02,B,30,128,844,8,1,0.8318688825318695
2024-09-02,C,64,113,535,12,0,0.7909659351532752
2024-09-02,D,192,141,297,3,1,0.8041576502686636
2024-09-02,E,90,95,374,3,1,0.8710544895264082
2024-09-03,A,51,71,414,4,1,0.7072123712099313
2024-09-03,B,11,92,673,4,1,0.763942635794181
2024-09-03,C,126,147,862,7,1,0.8216935778341712
2024-09-03,D,182,33,808,14,1,0.880973626805209
2024-09-03,E,60,53,113,5,1,0.9970855511754824
2024-09-04,A,21,111,628,14,1,0.7511387534744925
2024-09-04,B,138,108,387,12,1,0.7097167413327985
2024-09-04,C,197,64,825,11,1,0.9429936231050418
2024-09-04,D,74,114,532,13,1,0.7782547737886266
2024-09-04,E,68,125,202,12,1,0.9534392743564438
2024-09-05,A,169,56,831,2,1,0.9617559855488087
2024-09-05,B,91,73,683,6,1,0.8979980350405952
2024-09-05,C,173,47,607,6,1,0.874364643246815
2024-09-05,D,188,64,693,5,1,0.9070369353046024
2024-09-05,E,176,113,508,12,1,0.8578282039754626
2024-09-06,A,159,60,378,4,1,0.7319235288708533
2024-09-06,B,97,118,100,7,1,0.847305928800673
2024-09-06,C,142,137,277,10,1,0.9924712818430704
2024-09-06,D,155,95,685,14,1,0.9358994966185121
2024-09-06,E,80,91,908,3,1,0.7265735018909932
2024-09-07,A,128,63,809,2,1,0.9218743531665228
2024-09-07,B,135,63,655,14,1,0.8252174872018301
2024-09-07,C,169,96,614,6,1,0.7357063913479422
2024-09-07,D,85,122,787,1,1,0.8634403255828295
2024-09-07,E,13,39,330,8,1,0.7640628563471024
2024-09-08,A,78,125,830,13,1,0.8172752280523486
2024-09-08,B,13,53,582,3,1,0.7909848818213581
2024-09-08,C,185,83,902,8,1,0.9333183730203379
2024-09-08,D,77,75,945,13,1,0.9061703030382049
2024-09-08,E,108,110,869,9,1,0.7677518896670176
2024-09-09,A,101,72,573,6,1,0.9434881043334561
2024-09-09,B,197,87,495,8,1,0.9555371015981625
2024-09-09,C,22,70,924,5,1,0.8594437738845463
2024-09-09,D,106,86,139,6,1,0.7823997609363716
2024-09-09,E,12,149,616,10,1,0.9667001832443998
2024-09-10,A,193,39,973,4,1,0.7153496519336427
2024-09-10,B,84,138,938,13,1,0.7545290793283582
2024-09-10,C,169,49,540,2,1,0.8391956252321142
2024-09-10,D,48,46,656,11,1,0.7912371548404108
2024-09-10,E,79,67,741,6,1,0.8315947055307953
2024-09-11,A,122,122,683,5,1,0.779667279403724
2024-09-11,B,123,140,232,7,1,0.7255805024835031
2024-09-11,C,46,123,854,10,1,0.8296031676791088
2024-09-11,D,53,111,186,1,1,0.8755105506155986
2024-09-11,E,107,57,613,14,1,0.7801432209611948
2024-09-12,A,78,148,191,5,1,0.9226896270201833
2024-09-12,B,198,120,961,10,1,0.7659585869106931
2024-09-12,C,16,71,658,5,1,0.8160089349962386
2024-09-12,D,62,44,323,10,1,0.8716515885351309
2024-09-12,E,73,122,281,13,1,0.8310273453541225
2024-09-13,A,135,32,163,13,1,0.7073933213908967
2024-09-13,B,195,104,510,1,1,0.9923317931915426
2024-09-13,C,55,95,702,4,1,0.8938929800972144
2024-09-13,D,108,64,770,12,1,0.9735455708618341
2024-09-13,E,93,96,802,3,0,0.7192715727571377
2024-09-14,A,78,38,357,2,1,0.9785666598682408
2024-09-14,B,19,143,175,4,1,0.719816592346648
2024-09-14,C,79,141,788,3,1,0.8065851922710767
2024-09-14,D,198,114,445,6,1,0.717128301372383
2024-09-14,E,14,44,222,1,0,0.7419077117808816
2024-09-15,A,56,124,624,8,1,0.8481937447420563
2024-09-15,B,75,83,254,6,1,0.8718281598865261
2024-09-15,C,111,75,316,11,1,0.8338447769371509
2024-09-15,D,73,131,632,8,1,0.9461522512696328
2024-09-15,E,29,37,157,14,1,0.8027185369887578
2024-09-16,A,18,44,705,10,1,0.9182357173858361
2024-09-16,B,45,113,464,6,1,0.9843388198043371
2024-09-16,C,178,133,192,6,0,0.8718310830060837
2024-09-16,D,23,146,324,9,1,0.8789039492490328
2024-09-16,E,99,58,916,11,1,0.9146862150915357
2024-09-17,A,142,71,746,10,1,0.7378330425035875
2024-09-17,B,55,95,636,9,1,0.9888197751583417
2024-09-17,C,83,71,764,6,1,0.8806768907131771
2024-09-17,D,67,99,664,2,0,0.8981164757187476
2024-09-17,E,11,105,761,5,1,0.9850921041208544
2024-09-18,A,74,94,308,11,1,0.710027071730651
2024-09-18,B,114,140,870,14,1,0.7653186699048801
2024-09-18,C,54,55,944,1,0,0.9763431640542526
2024-09-18,D,33,57,583,8,1,0.8937783679069118
2024-09-18,E,191,108,370,9,1,0.949808123904826
2024-09-19,A,124,97,398,5,1,0.9952268391899542
2024-09-19,B,112,70,277,7,1,0.837341479767762
2024-09-19,C,16,78,637,1,1,0.8969688107198956
2024-09-19,D,136,100,743,4,1,0.9837145325323073
2024-09-19,E,37,106,100,12,1,0.7911205138675298
2024-09-20,A,63,65,538,9,1,0.8539781513711326
2024-09-20,B,78,80,633,8,1,0.7591548945904198
2024-09-20,C,190,129,775,4,1,0.9464413758328573
2024-09-20,D,187,109,780,2,1,0.9031372790447691
2024-09-20,E,137,73,714,7,1,0.7516592438270899
2024-09-21,A,26,109,287,3,1,0.9974873028883684
2024-09-21,B,110,31,855,14,1,0.9056955247795598
2024-09-21,C,195,132,594,3,1,0.7321087402633114
2024-09-21,D,132,130,693,4,1,0.8290428196290479
2024-09-21,E,21,128,488,1,0,0.8347823640869949
2024-09-22,A,180,110,168,13,1,0.8872340260136963
2024-09-22,B,109,47,108,14,1,0.8899536024687317
2024-09-22,C,162,44,489,8,1,0.9041681998416513
2024-09-22,D,13,111,853,9,0,0.9694439334460302
2024-09-22,E,84,43,998,3,1,0.7521882663088676
2024-09-23,A,111,74,973,2,1,0.7532054084979228
2024-09-23,B,121,118,412,6,0,0.8241118095730091
2024-09-23,C,106,121,151,5,0,0.9310063685367486
2024-09-23,D,142,147,680,13,1,0.7491186873637512
2024-09-23,E,135,96,641,2,1,0.9447867368245619
2024-09-24,A,194,59,485,14,1,0.8543685371044895
2024-09-24,B,188,42,842,12,1,0.716304429504597
2024-09-24,C,139,90,857,9,1,0.918243123398949
2024-09-24,D,56,31,451,2,1,0.8449403936696498
2024-09-24,E,115,73,429,8,1,0.8083648176927435
2024-09-25,A,39,100,866,6,1,0.7899622805332195
2024-09-25,B,12,55,412,14,1,0.8034309300699622
2024-09-25,C,197,87,916,10,1,0.9144858470655332
2024-09-25,D,20,132,453,10,1,0.8880311558251666
2024-09-25,E,189,75,655,6,1,0.834903093155116
2024-09-26,A,134,59,363,2,1,0.9879237164385908
2024-09-26,B,29,133,380,3,1,0.9287083641121519
2024-09-26,C,81,112,826,11,0,0.8759805212213682
2024-09-26,D,199,112,995,2,0,0.8268059858972276
2024-09-26,E,178,62,328,3,1,0.9946768182809844
2024-09-27,A,144,55,963,12,1,0.8320540986091579
2024-09-27,B,126,98,788,10,1,0.9216791366048417
2024-09-27,C,165,62,718,7,0,0.910343265989996
2024-09-27,D,126,59,893,13,1,0.8440550545785663
2024-09-27,E,175,31,468,6,1,0.8353390209393524
2024-09-28,A,155,56,524,8,1,0.7245039294599062
2024-09-28,B,199,58,285,6,1,0.8389598308926761
2024-09-28,C,35,68,751,3,1,0.9696003104657992
2024-09-28,D,185,100,203,2,1,0.8376115347002614
2024-09-28,E,147,146,794,11,0,0.8404901774369156
2024-09-29,A,162,42,325,3,1,0.737569007688624
2024-09-29,B,140,135,731,11,1,0.7856212205390267
2024-09-29,C,156,96,309,7,1,0.9886638730347834
2024-09-29,D,76,40,220,14,1,0.9918532475980067
2024-09-29,E,101,92,128,2,1,0.8527473896687807
2024-09-30,A,46,74,819,8,1,0.9197838097721196
2024-09-30,B,67,75,128,3,1,0.7124679544816775
2024-09-30,C,104,71,398,10,1,0.9107216097598606
2024-09-30,D,11,53,314,2,1,0.9476319687245887
2024-09-30,E,35,58,294,10,1,0.8848872245062434
2024-10-01,A,74,82,422,6,1,0.8106175466412537
2024-10-01,B,96,50,860,1,1,0.9841458808019065
2024-10-01,C,53,129,639,13,1,0.9067544231282549
2024-10-01,D,140,105,330,12,1,0.8626081208999139
2024-10-01,E,167,98,492,5,1,0.7149580439197493
2024-10-02,A,168,62,522,14,1,0.9948580353566261
2024-10-02,B,197,60,622,7,1,0.9104090680931324
2024-10-02,C,36,128,101,7,1,0.8025023721455362
2024-10-02,D,189,74,440,13,1,0.9454436743383404
2024-10-02,E,157,143,636,2,1,0.7630575906156539
2024-10-03,A,178,96,836,1,1,0.9617183690064445
2024-10-03,B,149,77,924,3,1,0.9287602113326604
2024-10-03,C,31,132,304,9,1,0.9453466220698572
2024-10-03,D,62,113,514,5,1,0.9260426816339442
2024-10-03,E,187,113,607,2,1,0.7890687022804128
2024-10-04,A,48,118,355,14,1,0.962429818766198
2024-10-04,B,146,133,597,7,1,0.8869413561243475
2024-10-04,C,24,65,930,5,1,0.9140980849336461
2024-10-04,D,33,111,404,2,1,0.8780725763242894
2024-10-04,E,69,84,627,3,1,0.9101043666599709
2024-10-05,A,160,146,881,1,0,0.7575013956490823
2024-10-05,B,32,86,285,14,1,0.8753187764768372
2024-10-05,C,190,132,539,13,1,0.8015833687337898
2024-10-05,D,42,132,587,2,1,0.980362073686558
2024-10-05,E,191,46,630,11,1,0.8813722330774726
2024-10-06,A,43,113,807,10,1,0.9847843515267951
2024-10-06,B,100,45,317,13,1,0.7921263230080746
2024-10-06,C,89,36,371,3,1,0.8655137116059901
2024-10-06,D,21,64,852,5,1,0.8132045431690934
2024-10-06,E,26,61,908,6,1,0.9278560446150832
2024-10-07,A,75,38,703,5,0,0.8256798933951838
2024-10-07,B,112,126,666,1,1,0.975123033840944
2024-10-07,C,184,108,336,10,1,0.904997908788319
2024-10-07,D,55,60,414,13,1,0.7535559367817796
2024-10-07,E,173,87,595,8,1,0.9929468983443661
2024-10-08,A,34,88,387,4,1,0.7809227397621301
2024-10-08,B,35,38,607,3,1,0.779514186222785
2024-10-08,C,115,115,566,14,1,0.701175512485328
2024-10-08,D,20,60,532,7,1,0.790020124871632
2024-10-08,E,149,44,514,11,1,0.9268930290940882
2024-10-09,A,123,136,463,2,1,0.8915050195392192
2024-10-09,B,59,67,890,11,1,0.8399123783513646
2024-10-09,C,132,37,512,11,1,0.7504354292793175
2024-10-09,D,59,43,217,10,1,0.9838560681973784
2024-10-09,E,117,105,934,5,1,0.8516061004713478
2024-10-10,A,84,68,892,5,1,0.998685717886812
2024-10-10,B,57,115,248,12,1,0.7047555526695628
2024-10-10,C,160,42,168,4,0,0.8350192511247274
2024-10-10,D,130,144,518,5,1,0.7907869548786265
2024-10-10,E,90,72,194,2,1,0.7030031231677409
2024-10-11,A,149,129,111,13,1,0.9169171376380989
2024-10-11,B,166,110,579,7,1,0.8168548077836226
2024-10-11,C,167,110,515,14,1,0.7269466388276814
2024-10-11,D,36,111,955,5,1,0.7597033883245564
2024-10-11,E,177,76,814,6,1,0.7730327850296231
2024-10-12,A,53,105,412,11,0,0.9109840162126751
2024-10-12,B,160,114,773,11,1,0.7271256933374982
2024-10-12,C,102,71,895,11,1,0.8206781241050626
2024-10-12,D,33,37,717,6,1,0.8202910980065055
2024-10-12,E,109,34,404,2,1,0.8099653562137679
2024-10-13,A,184,55,540,5,1,0.912168498500627
2024-10-13,B,101,68,289,7,1,0.8884619791279131
2024-10-13,C,141,135,463,9,1,0.9734025448649226
2024-10-13,D,76,137,834,10,1,0.7477477251981489
2024-10-13,E,133,40,971,3,1,0.8997492482955587
2024-10-14,A,119,63,973,3,1,0.9270780535381041
2024-10-14,B,50,77,272,10,0,0.7274278806585127
2024-10-14,C,34,48,138,7,1,0.7983241677688384
2024-10-14,D,83,92,423,3,0,0.97528020887857
2024-10-14,E,132,140,817,1,1,0.8418971781094458
2024-10-15,A,31,32,968,9,1,0.9709083620478435
2024-10-15,B,63,35,718,11,1,0.8914673245121835
2024-10-15,C,11,102,466,2,1,0.9506620673631122
2024-10-15,D,192,101,968,6,1,0.9531041588994933
2024-10-15,E,136,133,848,3,1,0.7187332824921772
2024-10-16,A,42,69,899,5,1,0.8606394848970862
2024-10-16,B,51,127,236,8,1,0.9893296538703942
2024-10-16,C,190,83,695,2,1,0.8050559572995883
2024-10-16,D,192,75,251,2,1,0.9348770842772717
2024-10-16,E,17,68,334,3,1,0.8147089993184884
2024-10-17,A,63,66,318,12,1,0.8577839730704379
2024-10-17,B,136,46,260,14,1,0.7808318338910964
2024-10-17,C,18,62,543,1,1,0.8731560028669927
2024-10-17,D,94,98,877,6,1,0.8528526619672605
2024-10-17,E,74,49,924,14,1,0.9006012654693679
2024-10-18,A,148,41,788,1,1,0.815910441141042
2024-10-18,B,173,68,152,10,0,0.7377117719536347
2024-10-18,C,138,85,217,4,1,0.8994453972148813
2024-10-18,D,44,106,279,6,1,0.8253125700918927
2024-10-18,E,89,36,121,13,1,0.8788775725698106
2024-10-19,A,102,93,202,12,0,0.7446426143554528
2024-10-19,B,115,91,339,10,1,0.8374614415756647
2024-10-19,C,86,84,474,4,1,0.971805721313309
2024-10-19,D,139,42,514,13,1,0.9402408063935573
2024-10-19,E,152,124,843,1,1,0.8992036684202807
2024-10-20,A,32,101,835,14,1,0.7118252755361089
2024-10-20,B,94,138,130,5,1,0.9669509182264933
2024-10-20,C,142,42,767,11,0,0.7739969340534333
2024-10-20,D,80,67,579,3,1,0.7798323868507897
2024-10-20,E,128,143,697,14,1,0.9181805411357302
2024-10-21,A,42,139,436,10,1,0.8684315133799373
2024-10-21,B,164,141,235,7,1,0.8321122669075631
2024-10-21,C,73,122,213,4,1,0.8981007491542382
2024-10-21,D,129,149,265,6,1,0.9822070563169695
2024-10-21,E,99,60,911,12,1,0.81881634323064
2024-10-22,A,82,68,787,12,1,0.9205753648920381
2024-10-22,B,15,137,526,4,0,0.7786822965444954
2024-10-22,C,191,91,309,8,1,0.8478688856753808
2024-10-22,D,95,60,493,8,1,0.7226599807470723
2024-10-22,E,79,49,232,7,1,0.7378412974048456
2024-10-23,A,191,75,889,8,1,0.7097459790070495
2024-10-23,B,48,66,789,2,1,0.8452639418042924
2024-10-23,C,40,83,133,2,1,0.8291029521067217
2024-10-23,D,71,52,657,8,1,0.8846286745098779
2024-10-23,E,140,67,311,2,1,0.9073317610161553
2024-10-24,A,167,46,926,10,1,0.910697493825912
2024-10-24,B,54,137,318,11,1,0.9839795718335016
2024-10-24,C,169,39,366,6,1,0.8641188972755326
2024-10-24,D,184,63,456,1,1,0.8584533164269051
2024-10-24,E,49,48,422,2,1,0.8217436276600815
2024-10-25,A,56,35,883,8,1,0.8477205277613007
2024-10-25,B,180,68,611,1,1,0.7197394653385717
2024-10-25,C,80,139,922,1,1,0.8331104341089003
2024-10-25,D,125,53,410,9,1,0.8572944815020362
2024-10-25,E,102,123,426,1,1,0.952332192681661
